topic_id,ea_wrks_topcnt,ea_wrks_cnt,topic_id_1,topic_name,subfield_id,subfield_name,field_id,field_name,domain_id,domain_name,keywords,summary,wikipedia_url
https://openalex.org/T11156,0,1,https://openalex.org/T11156,Reproductive Health and Technologies,2743,Reproductive Medicine,27,Medicine,4,Health Sciences,Infertility; Reproductive Technologies; Assisted Reproductive Technology; Global Trends; Psychological Impact; Epidemiology; Gender Differences; Quality of Life; Stress; Access to Care,"This cluster of papers explores global trends in infertility prevalence, treatment-seeking behavior, and the impact of assisted reproductive technologies on individuals and couples. It delves into the psychological, social, and economic aspects of infertility, as well as disparities in access to infertility services across different regions. The papers also address the implications of delayed childbearing, the influence of lifestyle factors on fertility, and the experiences of individuals conceived through donor insemination.",https://en.wikipedia.org/wiki/Infertility
https://openalex.org/T11182,1,1,https://openalex.org/T11182,Auction Theory and Applications,1803,Management Science and Operations Research,18,Decision Sciences,2,Social Sciences,Auction Theory; Mechanism Design; Procurement Contracts; Combinatorial Auctions; Incentives; Internet Auctions; Winner Determination; Reputation Systems; Bid Rotation; Regret Information,"This cluster of papers focuses on the theory and practice of auction design, mechanism design, and procurement contracts. It covers topics such as combinatorial auctions, incentives, winner determination, reputation systems, bid rotation, and regret information in various auction settings.",https://en.wikipedia.org/wiki/Auction_theory
https://openalex.org/T11239,0,1,https://openalex.org/T11239,Social Capital and Networks,3312,Sociology and Political Science,33,Social Sciences,2,Social Sciences,Social Capital; Trust; Community; Networks; Civic Engagement; Inequality; Diversity; Civil Society; Economic Development; Social Cohesion,"This cluster of papers explores the concept of social capital, trust, and community networks, examining their implications for civic engagement, inequality, diversity, and economic development. It delves into the role of social capital in fostering social cohesion and building civil society, with a focus on the impact of trust on various aspects of community life.",https://en.wikipedia.org/wiki/Social_capital
https://openalex.org/T11257,0,1,https://openalex.org/T11257,Taxation and Compliance Studies,2002,Economics and Econometrics,20,"Economics, Econometrics and Finance",2,Social Sciences,Tax Evasion; Informal Economy; Tax Compliance; Shadow Economy; Enforcement Strategies; Tax Morale; Corruption; Institutional Quality; Fiscal Policy; Labor Market,"This cluster of papers explores the determinants, consequences, and enforcement strategies related to tax evasion, informal economy, and shadow economy. It covers topics such as tax compliance, tax morale, corruption, institutional quality, and the impact of fiscal policies on the labor market. The research also delves into the interplay between formal and informal sectors, as well as the role of enforcement mechanisms in influencing taxpayers' behavior.",https://en.wikipedia.org/wiki/Tax_evasion
https://openalex.org/T11430,0,1,https://openalex.org/T11430,Disaster Response and Management,3604,Emergency Medical Services,36,Health Professions,4,Health Sciences,Disaster Response; Public Health; Triage; Emergency Preparedness; Mass Casualties; Ethical Considerations; Infectious Diseases; Hospital Preparedness; Resource Allocation; Healthcare Workers,"This cluster of papers focuses on disaster response, public health preparedness, and the ethical considerations surrounding resource allocation, triage, and healthcare worker readiness. It covers a wide range of topics including infectious diseases, mass casualties, hospital preparedness, and the impact of natural disasters on public health. The papers also discuss the challenges and strategies for managing surge capacity, as well as the ethical dilemmas faced during pandemics and other public health emergencies.",https://en.wikipedia.org/wiki/Disaster_response
https://openalex.org/T11462,1,1,https://openalex.org/T11462,Museums and Cultural Heritage,1209,Museology,12,Arts and Humanities,2,Social Sciences,Museum Learning; Informal Education; Science Centers; Visitor Experience; Family Engagement; Free-Choice Learning; Cultural Sustainability; Interactive Exhibits; School Field Trips; Digital Engagement,"This cluster of papers focuses on informal learning in museums and science centers, exploring topics such as visitor experience, family engagement, free-choice learning, and the impact of digital engagement. It also delves into the role of school field trips, interactive exhibits, and cultural sustainability in enhancing museum learning experiences.",https://en.wikipedia.org/wiki/Informal_learning
https://openalex.org/T11464,1,1,https://openalex.org/T11464,Homelessness and Social Issues,3600,General Health Professions,36,Health Professions,4,Health Sciences,Homelessness; Health; Mental Illness; Substance Abuse; Housing First; Public Health; Social Support; Youth Homelessness; Health Care Utilization; HIV Risk Behaviors,"This cluster of papers explores the impact of homelessness on health, with a focus on mental illness, substance abuse, and the effectiveness of interventions such as Housing First. It also examines the challenges faced by homeless individuals in accessing healthcare and the prevalence of HIV risk behaviors among this population.",https://en.wikipedia.org/wiki/Homelessness
https://openalex.org/T11531,1,1,https://openalex.org/T11531,Healthcare Systems and Reforms,2003,Finance,20,"Economics, Econometrics and Finance",2,Social Sciences,Health Financing; Universal Coverage; Catastrophic Health Expenditure; Health Insurance; Equity in Health Care; Low- and Middle-Income Countries; Health System Reform; Out-of-Pocket Payments; Access to Health Services; Social Health Insurance,"This cluster of papers explores the financing of health care systems, with a focus on addressing catastrophic health expenditure, achieving universal coverage, and promoting equity in access to health services. It delves into the challenges and opportunities in low- and middle-income countries, the impact of health insurance schemes, and the implications of out-of-pocket payments. The cluster also discusses health system reforms, social health insurance, and strategies to improve access to care.",https://en.wikipedia.org/wiki/Health_care_financing
https://openalex.org/T11542,1,1,https://openalex.org/T11542,Behavioral Health and Interventions,3202,Applied Psychology,32,Psychology,2,Social Sciences,Theory of Planned Behaviour; Self-Regulation; Behavior Change Techniques; Ego Depletion; Health Behavior Interventions; Regulatory Focus; Habit Formation; Implementation Intentions; Fear Appeals; Meta-Analysis,"This cluster of papers explores theories and techniques related to behavior change, self-regulation, and the psychology of habit formation. It covers topics such as the Theory of Planned Behaviour, self-control, ego depletion, health behavior interventions, regulatory focus, implementation intentions, fear appeals, and meta-analytic reviews.",https://en.wikipedia.org/wiki/Behavior_change
https://openalex.org/T11573,0,1,https://openalex.org/T11573,Risk Perception and Management,3312,Sociology and Political Science,33,Social Sciences,2,Social Sciences,Risk Perception; Trust; Communication; Public Health; Nuclear Power; Food Safety; Precautionary Principle; Social Amplification of Risk; Environmental Risk; Cultural Worldviews,"This cluster of papers explores the complex interplay between risk perception, trust, and communication in society, with a focus on topics such as nuclear power, food safety, public health emergencies, and environmental risk. It delves into the influence of cultural worldviews and the application of the precautionary principle in managing perceived risks. The role of trust in shaping public attitudes and responses to risk messages is also a central theme.",https://en.wikipedia.org/wiki/Risk_perception
https://openalex.org/T11689,0,1,https://openalex.org/T11689,Adversarial Robustness in Machine Learning,1702,Artificial Intelligence,17,Computer Science,3,Physical Sciences,Adversarial Examples; Deep Learning; Robustness; Neural Networks; Machine Learning; Security; Uncertainty Estimation; Defenses; Attack; Verification,"This cluster of papers focuses on the robustness of deep learning models against adversarial attacks, exploring topics such as adversarial examples, security, uncertainty estimation, defenses, and verification. It delves into the challenges and potential solutions for ensuring the resilience of neural networks in the face of malicious inputs.",https://en.wikipedia.org/wiki/Adversarial_machine_learning
https://openalex.org/T11712,1,1,https://openalex.org/T11712,Intergenerational Family Dynamics and Caregiving,3312,Sociology and Political Science,33,Social Sciences,2,Social Sciences,Intergenerational Relations; Family Support; Elderly Care; Grandparenting; Filial Piety; Informal Caregiving; Multigenerational Bonds; Long-Term Care; Social Support; Aging Societies,"This cluster of papers explores the complex dynamics of intergenerational family relationships and support, focusing on topics such as informal caregiving, grandparenting, filial piety, elderly care, and the implications of aging societies. It delves into the impact of multigenerational bonds on individuals' health, the role of grandparents in raising grandchildren, and the challenges and opportunities associated with providing long-term care within families.",https://en.wikipedia.org/wiki/Intergenerational_relations
https://openalex.org/T11715,0,1,https://openalex.org/T11715,Education and Critical Thinking Development,3304,Education,33,Social Sciences,2,Social Sciences,Instructional Interventions; Critical Thinking Skills; Education; Meta-Analysis; Teaching Strategies; Nursing Education; 21st Century Skills; Higher-Order Thinking; Cognitive Psychology; Pedagogical Paradigm,"This cluster of papers explores the impact of instructional interventions on critical thinking skills in various educational contexts, including nursing education. It includes meta-analyses, literature reviews, and studies on teaching strategies to promote higher-order thinking and 21st-century skills. The papers also delve into the relationship between critical thinking dispositions and skills, as well as the challenges and methods for assessing and fostering critical thinking abilities.",https://en.wikipedia.org/wiki/Critical_thinking
https://openalex.org/T11731,0,1,https://openalex.org/T11731,Global Health and Surgery,2739,"Public Health, Environmental and Occupational Health",27,Medicine,4,Health Sciences,Global Surgery; Health Development; Surgical Care; Global Health; Low-Income Countries; Medical Education; Ethical Considerations; Health Research Capacity; Anaesthesia Services; Public Health Diplomacy,"This cluster of papers focuses on the intersection of global surgery, health development, and public health diplomacy. It addresses the challenges and solutions for providing surgical care in low-income countries, the ethical considerations in global health initiatives, the importance of health research capacity building, and the role of anaesthesia services in improving surgical outcomes. Additionally, it emphasizes the impact of medical education on global health and highlights the need for collaborative efforts to address disparities in surgical care worldwide.",https://en.wikipedia.org/wiki/Global_surgery
https://openalex.org/T11762,0,1,https://openalex.org/T11762,"Law, Economics, and Judicial Systems",2002,Economics and Econometrics,20,"Economics, Econometrics and Finance",2,Social Sciences,Enforcement; Contracts; Litigation; Regulation; Transaction Cost Theory; Property Rights; Judicial Efficiency; Plea Bargaining; Liability; Norms,"This cluster of papers explores the economic analysis of law and legal systems, focusing on topics such as public enforcement, contracts, litigation, regulation, transaction cost theory, property rights, judicial efficiency, plea bargaining, liability, and norms. The research delves into the intersection of economic principles with legal frameworks and their impact on societal behavior and outcomes.",https://en.wikipedia.org/wiki/Law_and_economics
https://openalex.org/T11764,0,1,https://openalex.org/T11764,Evolution and Genetic Dynamics,1311,Genetics,13,"Biochemistry, Genetics and Molecular Biology",1,Life Sciences,Evolution; Adaptation; Mutation; Genetic Dynamics; Natural Selection; Experimental Evolution; Fitness Landscapes; Population Genetics; Microbial Evolution; Host-Parasite Coevolution,"This cluster of papers explores the evolutionary dynamics of genetic adaptation and mutation, including topics such as experimental evolution, fitness landscapes, population genetics, microbial evolution, and host-parasite coevolution. It investigates the mechanisms and consequences of genetic changes in response to selective pressures, providing insights into the processes driving evolutionary change.",https://en.wikipedia.org/wiki/Evolutionary_dynamics
https://openalex.org/T11793,0,1,https://openalex.org/T11793,"Recreation, Leisure, Wilderness Management",3207,Social Psychology,32,Psychology,2,Social Sciences,Leisure; Well-Being; Constraints; Recreation; Involvement; Health; Quality of Life; Tourism; Disability; Psychological Mechanisms,"This cluster of papers explores the relationship between leisure activities and subjective well-being, including the constraints, involvement, and health benefits associated with various forms of recreation. It also delves into the impact of tourism and the experiences of individuals with disabilities in leisure pursuits.",https://en.wikipedia.org/wiki/Leisure
https://openalex.org/T11862,1,1,https://openalex.org/T11862,"Agriculture, Land Use, Rural Development",1100,General Agricultural and Biological Sciences,11,Agricultural and Biological Sciences,1,Life Sciences,Agroecology; Food Sovereignty; Land Grabbing; Sustainable Agriculture; Globalization; Smallholder Farmers; Agrarian Change; Political Economy; Climate Change Resilience; Peasant Movements,"This cluster of papers explores the intersection of agroecology, food sovereignty, and global land grabbing, with a focus on sustainable agriculture, smallholder farmers, and the political economy of agrarian change. It delves into the challenges and opportunities presented by globalization, climate change resilience, and the empowerment of peasant movements in shaping the future of food systems.",https://en.wikipedia.org/wiki/Agroecology
https://openalex.org/T11883,0,1,https://openalex.org/T11883,Embodied and Extended Cognition,2805,Cognitive Neuroscience,28,Neuroscience,1,Life Sciences,Predictive Brain Theory; Embodied Cognition; Active Inference; Free Energy Principle; Enactive Approach; Neural Dynamics; Affordances; Extended Mind; Social Cognition; Distributed Cognition,"This cluster of papers explores the predictive brain theory, which integrates concepts of active inference, free energy principle, and embodied cognition. It delves into the role of neural dynamics, affordances, and the enactive approach in shaping cognition. Additionally, it investigates the extension of cognition into the environment and social interactions through distributed cognition.",https://en.wikipedia.org/wiki/Predictive_brain_theory
https://openalex.org/T11959,1,1,https://openalex.org/T11959,Employment and Welfare Studies,3600,General Health Professions,36,Health Professions,4,Health Sciences,Precarious Employment; Unemployment; Mental Health; Economic Crisis; Job Insecurity; Health Outcomes; Temporary Employment; Austerity Measures; Social Determinants of Health; Labor Market,"This cluster of papers explores the impact of precarious employment, unemployment, and economic crises on mental and physical health. It investigates the associations between job insecurity, temporary employment, and austerity measures with various health outcomes, including mental health disorders, mortality, and overall well-being. The research emphasizes the social determinants of health within the context of labor market dynamics and economic fluctuations.",https://en.wikipedia.org/wiki/Precarious_work
https://openalex.org/T11984,1,1,https://openalex.org/T11984,Anatomy and Medical Technology,2204,Biomedical Engineering,22,Engineering,3,Physical Sciences,3D Printing; Anatomy Education; Medical Applications; Virtual Reality; Surgical Planning; Anatomical Models; Medical Imaging; Rapid Prototyping; Anatomical Sciences; Medical Curriculum,"This cluster of papers focuses on the application of 3D printing and related technologies in medical anatomy education. It covers topics such as the use of 3D printing for anatomical models, surgical planning, virtual reality in anatomy education, and the impact of these technologies on medical curriculum and anatomical sciences. The papers also discuss the effectiveness of 3D printing in improving spatial anatomy learning and its potential advantages over traditional methods such as cadaver dissection.",https://en.wikipedia.org/wiki/3D_printing_in_anatomy
https://openalex.org/T12011,0,1,https://openalex.org/T12011,"Insurance, Mortality, Demography, Risk Management",3317,Demography,33,Social Sciences,2,Social Sciences,Population Ageing; Mortality Forecasting; Life Expectancy; Epidemiologic Transition; Demographic Projections; Longevity Risk; Bayesian Models; Cohort Analysis; Global Population Trends; Health Demography,"This cluster of papers focuses on the challenges and trends in population ageing research, including topics such as mortality forecasting, life expectancy, epidemiologic transition, demographic projections, longevity risk, Bayesian models, cohort analysis, global population trends, and health demography.",https://en.wikipedia.org/wiki/Ageing
https://openalex.org/T12026,0,1,https://openalex.org/T12026,Explainable Artificial Intelligence (XAI),1702,Artificial Intelligence,17,Computer Science,3,Physical Sciences,Interpretable Models; Machine Learning Interpretability; Visual Explanations; XAI Concepts; Model Interpretability; Gradient-Based Localization; Deep Neural Networks; Feature Importance; Black Box Models; Responsibility in AI,"This cluster of papers focuses on Explainable Artificial Intelligence (XAI) and the development of interpretable models, visual explanations, and responsible machine learning interpretability. It explores concepts, challenges, and opportunities in XAI, including the use of gradient-based localization, understanding deep neural networks, feature importance, and addressing black box models. The papers also discuss the responsibility and ethical considerations in AI.",https://en.wikipedia.org/wiki/Explainable_artificial_intelligence
https://openalex.org/T12098,1,1,https://openalex.org/T12098,Rural development and sustainability,1100,General Agricultural and Biological Sciences,11,Agricultural and Biological Sciences,1,Life Sciences,Rural Development; Agricultural Change; Social Innovation; Neo-Endogenous Development; Rural Resilience; Counterurbanization; Gender Identity; Multifunctional Agriculture; Rural Gentrification; Community Empowerment,"This cluster of papers explores the multifaceted aspects of rural development, agricultural change, and the evolving landscapes of rural areas. It delves into topics such as social innovation, neo-endogenous development, rural resilience, counterurbanization, gender identity in farming, multifunctional agriculture, rural gentrification, and community empowerment.",https://en.wikipedia.org/wiki/Rural_development
https://openalex.org/T12121,0,1,https://openalex.org/T12121,Cooperative Studies and Economics,1408,Strategy and Management,14,"Business, Management and Accounting",2,Social Sciences,Cooperatives; Governance; Ownership; Agricultural; Member Participation; Organizational Economics; Worker Cooperatives; Social Economy; Employee Ownership; Rural Development,"This cluster of papers explores the governance, ownership structures, member participation, and organizational principles of cooperatives and mutual associations, with a focus on agricultural cooperatives and worker-owned firms. It delves into topics such as the impact of trust on cooperative membership, the role of cooperatives in rural community development, and the challenges and opportunities for cooperative finance. The cluster also examines the social economy, employee ownership, and the implications of cooperative models for sustainable economic development.",https://en.wikipedia.org/wiki/Cooperative
https://openalex.org/T12133,1,1,https://openalex.org/T12133,Pragmatism in Philosophy and Education,1211,Philosophy,12,Arts and Humanities,2,Social Sciences,Pragmatism; Philosophy; Dewey; Peirce; Democracy; Semiotics; Education; Rorty; Truth; Feminism,"This cluster of papers explores the philosophical implications of pragmatism, with a focus on the works of Dewey, Peirce, and Rorty. It delves into topics such as democracy, semiotics, education, truth, and feminism within the framework of pragmatist philosophy.",https://en.wikipedia.org/wiki/Pragmatism
https://openalex.org/T12137,1,1,https://openalex.org/T12137,Economic theories and models,2002,Economics and Econometrics,20,"Economics, Econometrics and Finance",2,Social Sciences,Monetary Equilibrium; Asset Pricing; Liquidity; Competitive Economy; Bubbles; Search Equilibrium; Indeterminacy; Credit Constraints; Financial Stability; Economic Growth,"This cluster of papers explores the existence, dynamics, and implications of monetary equilibrium models, including topics such as asset pricing, liquidity, competitive economy, bubbles, search equilibrium, indeterminacy, credit constraints, and their impact on financial stability and economic growth.",https://en.wikipedia.org/wiki/Monetary_equilibrium
https://openalex.org/T12160,1,1,https://openalex.org/T12160,African cultural and philosophical studies,3304,Education,33,Social Sciences,2,Social Sciences,Decolonization; African Philosophy; Ubuntu; Indigenous Knowledge Systems; Higher Education; African Ethics; Colonialism; Epistemic Violence; Communal Values; Postcolonialism,"This cluster of papers explores the decolonization of education in the African context, focusing on African philosophy, indigenous knowledge systems, and the impact of colonialism on higher education. It delves into topics such as Ubuntu, communal values, epistemic violence, and the ethical implications of decolonizing education.",https://en.wikipedia.org/wiki/Decolonization_of_education
https://openalex.org/T12196,0,1,https://openalex.org/T12196,Community Health and Development,3600,General Health Professions,36,Health Professions,4,Health Sciences,Community Empowerment; Collaborative Partnerships; Health Promotion; Community Capacity Building; Social Justice; Sense of Community; Psychological Empowerment; Coalition Effectiveness; Youth Empowerment; Interorganizational Collaboration,"This cluster of papers focuses on the empowerment of communities through collaborative partnerships, capacity building, and health promotion. It explores concepts such as sense of community, psychological empowerment, and social justice, with a particular emphasis on youth empowerment and interorganizational collaboration. The papers also delve into the effectiveness of community coalitions and the role of empowerment in addressing health disparities.",https://en.wikipedia.org/wiki/Community_empowerment
https://openalex.org/T12295,0,1,https://openalex.org/T12295,"Foucault, Power, and Ethics",3312,Sociology and Political Science,33,Social Sciences,2,Social Sciences,Foucault; Governmentality; Neoliberalism; Power; Critique; Biopolitics; Subjectivity; Resistance; Ethics; Discourse Analysis,"This cluster of papers explores the intersection of Foucauldian governmentality, neoliberalism, and power dynamics. It delves into topics such as biopolitics, subjectivity, resistance, and ethics within the context of modern governance. The discourse analysis of governmental strategies and the critique of liberal practices are central themes in these studies.",https://en.wikipedia.org/wiki/Governmentality
https://openalex.org/T12311,1,1,https://openalex.org/T12311,Political Theology and Sovereignty,3312,Sociology and Political Science,33,Social Sciences,2,Social Sciences,Biopolitics; State of Exception; Sovereignty; Agamben; Foucault; Carl Schmitt; Human Rights; Political Theology; Power; Globalization,"This cluster of papers explores the intersection of biopolitics, state of exception, sovereignty, and human rights, drawing from the works of Agamben, Foucault, and Carl Schmitt. It delves into the dynamics of power, political theology, and the impact of globalization on governance.",https://en.wikipedia.org/wiki/Biopolitics
https://openalex.org/T12372,0,1,https://openalex.org/T12372,Art Therapy and Mental Health,1206,Conservation,12,Arts and Humanities,2,Social Sciences,Art Therapy; Public Health; Social Prescribing; Cancer Patients; Mental Well-being; Creative Arts Interventions; Trauma Therapy; Neuroscience; Emotional Expression; Quality of Life,"This cluster of papers explores the intersection of art therapy, public health, and social prescribing, with a focus on its application in supporting individuals dealing with cancer, trauma, and mental well-being. The research emphasizes the efficacy of art therapy interventions in improving emotional expression, quality of life, and coping resources for various patient populations. It also delves into the neurobiological underpinnings of art therapy and its potential as a complementary approach in healthcare.",https://en.wikipedia.org/wiki/Art_therapy
https://openalex.org/T12475,0,1,https://openalex.org/T12475,Plant Parasitism and Resistance,1110,Plant Science,11,Agricultural and Biological Sciences,1,Life Sciences,Strigolactones; Plant Hormones; Mycorrhizal Fungi; Parasitic Plants; Shoot Branching; Carotenoid Pathway; DWARF14 Protein; Karrikins; Root Development; Host Recognition,"This cluster of papers explores the role of strigolactones, a group of plant hormones, in signaling pathways related to shoot branching, root development, mycorrhizal symbiosis, and interactions with parasitic plants. It investigates their biosynthesis, perception, and effects on plant responses to environmental stresses. The research also delves into the molecular mechanisms and evolutionary significance of strigolactone signaling.",https://en.wikipedia.org/wiki/Strigolactone_signaling
https://openalex.org/T12550,0,1,https://openalex.org/T12550,"Politics and Conflicts in Afghanistan, Pakistan, and Middle East",3320,Political Science and International Relations,33,Social Sciences,2,Social Sciences,Afghanistan; Pakistan; State-Building; Taliban; Conflict; Reconstruction; Militant Islam; Central Asia; Nation-building; Security,"This cluster of papers focuses on the complex issues of conflict reconstruction, state-building, and security in Afghanistan and Pakistan, with a particular emphasis on the influence of the Taliban, militant Islam, and the challenges of nation-building in Central Asia. The papers explore the historical, political, economic, and cultural dimensions of these conflicts and their implications for reconstruction efforts.",https://en.wikipedia.org/wiki/War_in_Afghanistan_(2001%E2%80%93present)
https://openalex.org/T12553,1,1,https://openalex.org/T12553,Psychedelics and Drug Studies,3203,Clinical Psychology,32,Psychology,2,Social Sciences,Psilocybin; Psychedelics; Depression; Anxiety; Therapeutic; Neurobiology; Serotonin; Mystical Experiences; Treatment; Brain Function,"This cluster of papers explores the therapeutic potential of psychedelic therapy, particularly focusing on the use of substances like psilocybin and MDMA for the treatment of depression, anxiety, and substance dependence. The research delves into the neurobiology, serotonin receptors, and brain function underlying the effects of these psychedelics, as well as their ability to induce mystical experiences and promote long-lasting positive changes in psychological functioning.",https://en.wikipedia.org/wiki/Psychedelic_therapy
https://openalex.org/T12584,0,1,https://openalex.org/T12584,Hospitality and Tourism Education,1409,"Tourism, Leisure and Hospitality Management",14,"Business, Management and Accounting",2,Social Sciences,Tourism Education; Hospitality Management; Career Perceptions; Internship Programs; Human Resources; Competency Model; Workforce Research; Industry Expectations; Student Perspectives; Employability,"This cluster of papers explores the challenges and trends in tourism education and hospitality management, focusing on topics such as career perceptions, internship programs, industry expectations, and workforce research. It delves into the perceptions and attitudes of students towards working in the tourism industry, as well as the competencies and skills required for success in hospitality management. The papers also address the evolving landscape of human resources in the tourism sector and the employability of graduates.",https://en.wikipedia.org/wiki/Tourism_education
https://openalex.org/T12700,1,1,https://openalex.org/T12700,Doping in Sports,3312,Sociology and Political Science,33,Social Sciences,2,Social Sciences,Doping; Performance-Enhancing Drugs; Athletes' Attitudes; Anti-Doping Policy; Sport Ethics; Youth Doping; Corruption in Sports; Athlete Support Personnel; Doping Prevalence; Moral Disengagement,"This cluster of papers explores the ethical, societal, and psychological implications of doping in sport. It covers topics such as athletes' attitudes towards doping, anti-doping policies, prevalence of doping, corruption in sports, and the role of athlete support personnel. The papers also delve into the moral disengagement and social cognitive factors influencing doping behavior among athletes.",https://en.wikipedia.org/wiki/Doping_in_sport
https://openalex.org/T12723,0,1,https://openalex.org/T12723,Hannah Arendt's Political Philosophy,3320,Political Science and International Relations,33,Social Sciences,2,Social Sciences,Totalitarianism; Judgment; Biopolitics; Human Rights; Democracy; Responsibility; Sovereignty; Violence; Plurality; Memory,"This cluster of papers explores the political thought of Hannah Arendt, focusing on topics such as totalitarianism, judgment, biopolitics, human rights, democracy, responsibility, sovereignty, violence, plurality, and memory. The papers delve into Arendt's theories and their relevance in contemporary political discourse.",https://en.wikipedia.org/wiki/Hannah_Arendt
https://openalex.org/T12728,0,1,https://openalex.org/T12728,Demographic Trends and Gender Preferences,3318,Gender Studies,33,Social Sciences,2,Social Sciences,Son Preference; Sex Ratios; Sex-Selective Abortion; One-Child Policy; Gender Bias; Fertility Decline; Missing Women; Family Planning; Maternal Diet; Socioeconomic Factors,"This cluster of papers explores the persistent gender imbalance in East and South Asia, focusing on son preference, sex ratios, sex-selective abortion, the impact of the one-child policy, gender bias, fertility decline, and the consequences of missing women. The research also delves into factors such as maternal diet and socioeconomic influences on gender imbalance.",https://en.wikipedia.org/wiki/Sex-selective_abortion_and_infanticide_in_China_and_India
https://openalex.org/T12735,0,1,https://openalex.org/T12735,Blood donation and transfusion practices,1405,Management of Technology and Innovation,14,"Business, Management and Accounting",2,Social Sciences,Blood Donation; Supply Chain Management; Donor Behavior; Disaster Response; Blood Transfusion; Altruism; Inventory Management; Donor Recruitment; Risk Factors; Demographic Changes,"This cluster of papers focuses on the management, optimization, and challenges of the blood supply chain, including blood donation behavior, disaster response, inventory management, donor recruitment, and the impact of demographic changes. It also explores altruistic motivations for blood donation and the implications for blood transfusion safety.",https://en.wikipedia.org/wiki/Blood_donation
https://openalex.org/T12781,0,1,https://openalex.org/T12781,Global Health Care Issues,3600,General Health Professions,36,Health Professions,4,Health Sciences,Health Care Expenditure; Ageing Population; Longevity; Health Outcomes; Economic Growth; Public Health Spending; Life Expectancy; Medical Innovation; Government Health Expenditures; Chronic Disease,"This cluster of papers explores the determinants of health care expenditure, focusing on the impact of an ageing population, longevity, and medical innovation. It investigates the relationship between health care spending, economic growth, and public health outcomes, with a particular emphasis on the implications for chronic disease management and government health expenditures.",https://en.wikipedia.org/wiki/Health_care_economics
https://openalex.org/T12786,0,1,https://openalex.org/T12786,Innovation and Socioeconomic Development,1403,Business and International Management,14,"Business, Management and Accounting",2,Social Sciences,Frugal Innovation; Emerging Markets; Bottom of the Pyramid; Inclusive Business; Sustainability; Poverty Alleviation; Entrepreneurship; Market Creation; Social Impact; Inclusive Innovation,"This cluster of papers focuses on frugal innovation, entrepreneurship, and market strategies in emerging markets, particularly targeting the bottom of the pyramid. It explores inclusive business models, sustainable development, and the role of innovation in poverty alleviation and social impact.",https://en.wikipedia.org/wiki/Frugal_innovation
https://openalex.org/T12795,0,1,https://openalex.org/T12795,Banana Cultivation and Research,1110,Plant Science,11,Agricultural and Biological Sciences,1,Life Sciences,Banana; Genetics; Domestication; Mycosphaerella fijiensis; Drought Tolerance; Ensete ventricosum; AFLP Markers; Phenylphenalenones; Plantain; Nutrient Balance,"This cluster of papers focuses on the genetics, domestication, cultivation, and challenges faced by bananas, including topics such as Mycosphaerella fijiensis disease, drought tolerance, ensete ventricosum, AFLP markers, phenylphenalenones, and nutrient balance in banana and plantain cultivation.",https://en.wikipedia.org/wiki/Banana
https://openalex.org/T12805,1,1,https://openalex.org/T12805,Cognitive Science and Mapping,1702,Artificial Intelligence,17,Computer Science,3,Physical Sciences,Fuzzy Cognitive Maps; Modeling; Decision Support; Knowledge Representation; Learning Algorithms; Scenario Development; Social-Ecological Systems; Prediction; Healthcare Decision Making; Multi-Criteria Analysis,"This cluster of papers focuses on the application of Fuzzy Cognitive Maps (FCMs) in modeling complex systems, decision support, and knowledge representation. It explores various learning algorithms for FCMs, their use in scenario development for social-ecological systems, prediction in healthcare decision making, and their role in multi-criteria analysis.",https://en.wikipedia.org/wiki/Fuzzy_cognitive_map
https://openalex.org/T12837,0,1,https://openalex.org/T12837,American Environmental and Regional History,2308,"Management, Monitoring, Policy and Law",23,Environmental Science,3,Physical Sciences,Environmental Movement; Conservation; Renewable Energy; Industrial Agriculture; Wilderness Preservation; Chemical Pollution; National Parks; Sustainability; Historical Perspectives; Public Policy,"This cluster of papers covers the environmental history of the United States, including topics such as the environmental movement, conservation efforts, renewable energy challenges, industrial agriculture, wilderness preservation, chemical pollution, national parks, sustainability initiatives, historical perspectives on environmental issues, and public policy related to environmental management.",https://en.wikipedia.org/wiki/Environmental_history_of_the_United_States
https://openalex.org/T12839,0,1,https://openalex.org/T12839,Emile Durkheim and Sociology,3312,Sociology and Political Science,33,Social Sciences,2,Social Sciences,Durkheim; Tarde; sociology; emergence; social conditions; imitation; solidarity; modern society; cultural studies; anthropology,"This cluster of papers explores the intersection of Durkheimian and Tardean sociology, focusing on the emergence of social phenomena and cultural conditions in modern society. It delves into topics such as imitation, solidarity, and the societal implications of individual and collective behaviors. The cluster also touches on the relevance of these theories in contemporary cultural studies and anthropology.",https://en.wikipedia.org/wiki/Sociology_of_emergence
https://openalex.org/T12872,1,1,https://openalex.org/T12872,Philippine History and Culture,3314,Anthropology,33,Social Sciences,2,Social Sciences,Philippines; Nationalism; History; Political Dynasties; Colonialism; Identity; Democracy; Culture; Globalization; Ethnicity,"This cluster of papers explores the complex history of Philippine nationalism, encompassing topics such as colonial legacies, political dynasties, identity formation, and the impact of globalization. It delves into the struggles for democracy, cultural representation, and the interplay between ethnicity and national identity.",https://en.wikipedia.org/wiki/Nationalism_in_the_Philippines
